route_number,stop_index,stop_name,hour,minutes
299,3,კონსტანტინე ჩაჩავას ქუჩა - [894],20,00 10 20 30 40 50
299,3,კონსტანტინე ჩაჩავას ქუჩა - [894],21,00 10 20 30 40 50
299,3,კონსტანტინე ჩაჩავას ქუჩა - [894],22,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],6,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],7,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],8,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],9,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],10,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],11,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],12,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],13,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],14,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],15,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],16,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],17,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],18,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],19,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],20,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],21,00 10 20 30 40 50
299,4,მიხეილ ჭიაურელის ქუჩა - [2248],22,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],6,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],7,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],8,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],9,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],10,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],11,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],12,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],13,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],14,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],15,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],16,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],17,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],18,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],19,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],20,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],21,00 10 20 30 40 50
299,5,ესმა ონიანის ქუჩა - [900],22,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],6,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],7,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],8,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],9,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],10,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],11,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],12,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],13,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],14,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],15,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],16,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],17,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],18,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],19,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],20,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],21,00 10 20 30 40 50
299,6,დიღმის ტყეპარკი - [3299],22,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],6,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],7,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],8,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],9,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],10,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],11,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],12,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],13,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],14,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],15,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],16,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],17,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],18,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],19,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],20,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],21,00 10 20 30 40 50
299,7,რობერტ ბარძიმაშვილის ქუჩა - [1268],22,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],6,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],7,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],8,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],9,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],10,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],11,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],12,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],13,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],14,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],15,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],16,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],17,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],18,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],19,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],20,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],21,00 10 20 30 40 50
299,8,ბორის პაიჭაძის ქუჩა #14 - [1269],22,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],6,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],7,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],8,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],9,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],10,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],11,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],12,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],13,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],14,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],15,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],16,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],17,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],18,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],19,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],20,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],21,00 10 20 30 40 50
299,9,ნოდარ ახალკაცის ქუჩა - [2095],22,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],6,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],7,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],8,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],9,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],10,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],11,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],12,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],13,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],14,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],15,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],16,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],17,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],18,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],19,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],20,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],21,00 10 20 30 40 50
299,10,13 მაისის სკვერი - [897],22,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],6,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],7,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],8,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],9,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],10,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],11,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],12,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],13,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],14,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],15,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],16,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],17,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],18,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],19,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],20,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],21,00 10 20 30 40 50
299,11,შოთა შალიკაშვილის ხიდი - [898],22,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",6,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",7,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",8,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",9,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",10,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",11,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",12,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",13,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",14,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",15,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",16,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",17,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",18,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",19,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",20,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",21,00 10 20 30 40 50
299,12,"მ/ს ""დიდუბე"" - [4599]",22,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",6,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",7,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",8,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",9,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",10,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",11,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",12,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",13,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",14,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",15,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",16,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",17,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",18,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",19,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",20,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",21,00 10 20 30 40 50
299,13,"მ/ს ""დიდუბე"" - [4601]",22,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],6,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],7,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],8,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],9,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],10,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],11,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],12,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],13,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],14,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],15,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],16,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],17,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],18,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],19,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],20,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],21,00 10 20 30 40 50
299,14,შოთა შალიკაშვილის ხიდი - [3034],22,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],6,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],7,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],8,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],9,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],10,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],11,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],12,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],13,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],14,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],15,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],16,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],17,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],18,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],19,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],20,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],21,00 10 20 30 40 50
299,15,13 მაისის სკვერი - [884],22,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],6,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],7,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],8,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],9,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],10,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],11,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],12,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],13,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],14,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],15,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],16,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],17,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],18,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],19,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],20,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],21,00 10 20 30 40 50
299,16,ნოდარ ახალკაცის ქუჩა - [3577],22,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],6,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],7,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],8,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],9,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],10,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],11,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],12,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],13,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],14,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],15,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],16,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],17,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],18,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],19,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],20,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],21,00 10 20 30 40 50
299,17,ბორის პაიჭაძის ქუჩა #11 - [886],22,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],6,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],7,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],8,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],9,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],10,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],11,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],12,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],13,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],14,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],15,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],16,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],17,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],18,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],19,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],20,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],21,00 10 20 30 40 50
299,18,სიკო დოლიძის პარკი - [3298],22,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],6,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],7,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],8,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],9,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],10,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],11,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],12,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],13,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],14,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],15,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],16,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],17,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],18,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],19,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],20,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],21,00 10 20 30 40 50
299,19,რობერტ ბარძიმაშვილის ქუჩა - [887],22,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],6,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],7,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],8,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],9,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],10,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],11,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],12,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],13,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],14,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],15,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],16,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],17,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],18,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],19,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],20,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],21,00 10 20 30 40 50
299,20,დიღმის ტყეპარკი - [888],22,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],6,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],7,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],8,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],9,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],10,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],11,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],12,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],13,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],14,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],15,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],16,00 10 20 30 40 50
299,21,ესმა ონიანის ქუჩა - [889],17,00 10 20 30 40 50
